Year,City,Total population,Under 5 years,Percent Under 5 years,5 to 9 years,Percent 5 to 9 years,10 to 14 years,Percent 10 to 14 years,15 to 19 years,Percent 15 to 19 years,20 to 24 years,Percent 20 to 24 years,25 to 34 years,Percent 25 to 34 years,35 to 44 years,Percent 35 to 44 years,45 to 54 years,Percent 45 to 54 years,55 to 59 years,Percent 55 to 59 years,60 to 64 years,Percent 60 to 64 years,65 to 74 years,Percent 65 to 74 years,75 to 84 years,Percent 75 to 84 years,85 years and over,Percent 85 years and over
2017,San Marcos,"96,188","6,971",7.20%,"7,283",7.60%,"7,354",7.60%,"5,684",5.90%,"6,365",6.60%,"14,234",14.80%,"15,335",15.90%,"11,548",12.00%,"3,743",3.90%,"4,843",5.00%,"7,142",7.40%,"4,047",4.20%,"1,639",1.70%
2017,San Mateo,"104,733","6,991",6.70%,"7,782",7.40%,"6,069",5.80%,"4,690",4.50%,"5,439",5.20%,"15,296",14.60%,"17,505",16.70%,"13,713",13.10%,"4,487",4.30%,"5,987",5.70%,"8,179",7.80%,"4,796",4.60%,"3,799",3.60%
2017,San Ramon,"75,922","3,962",5.20%,"6,871",9.10%,"7,712",10.20%,"5,852",7.70%,"2,779",3.70%,"7,293",9.60%,"13,836",18.20%,"12,461",16.40%,"4,326",5.70%,"3,549",4.70%,"4,596",6.10%,"1,964",2.60%,721,0.90%
2017,Santa Ana,"334,135","25,658",7.70%,"22,590",6.80%,"26,067",7.80%,"22,638",6.80%,"26,940",8.10%,"57,811",17.30%,"45,729",13.70%,"43,918",13.10%,"20,041",6.00%,"14,876",4.50%,"17,154",5.10%,"7,718",2.30%,"2,995",0.90%
2017,Santa Barbara,"92,099","2,258",2.50%,"3,619",3.90%,"4,714",5.10%,"5,828",6.30%,"7,871",8.50%,"16,902",18.40%,"11,141",12.10%,"10,418",11.30%,"5,916",6.40%,"6,250",6.80%,"9,117",9.90%,"4,375",4.80%,"3,690",4.00%
2017,Santa Clara,"127,131","9,342",7.30%,"5,818",4.60%,"5,620",4.40%,"8,098",6.40%,"9,901",7.80%,"26,264",20.70%,"19,618",15.40%,"14,963",11.80%,"5,797",4.60%,"5,320",4.20%,"8,799",6.90%,"5,377",4.20%,"2,214",1.70%
2017,Santa Clarita,"210,886","15,955",7.60%,"14,555",6.90%,"13,827",6.60%,"14,191",6.70%,"13,506",6.40%,"28,896",13.70%,"25,739",12.20%,"31,438",14.90%,"15,178",7.20%,"12,446",5.90%,"14,271",6.80%,"7,314",3.50%,"3,570",1.70%
2017,Santa Cruz,"65,028","1,436",2.20%,"1,319",2.00%,"3,236",5.00%,"8,461",13.00%,"11,773",18.10%,"9,045",13.90%,"6,408",9.90%,"7,421",11.40%,"4,190",6.40%,"3,703",5.70%,"5,086",7.80%,"1,653",2.50%,"1,297",2.00%
2017,Santa Maria,"107,018","10,986",10.30%,"9,432",8.80%,"7,631",7.10%,"7,137",6.70%,"11,083",10.40%,"13,365",12.50%,"13,938",13.00%,"13,055",12.20%,"5,567",5.20%,"4,606",4.30%,"5,908",5.50%,"2,337",2.20%,"1,973",1.80%
2017,Santa Monica,"92,298","5,107",5.50%,"3,632",3.90%,"2,869",3.10%,"3,725",4.00%,"5,989",6.50%,"16,678",18.10%,"13,919",15.10%,"10,718",11.60%,"5,802",6.30%,"5,160",5.60%,"9,983",10.80%,"5,049",5.50%,"3,667",4.00%
2017,Santa Rosa,"175,269","10,398",5.90%,"11,617",6.60%,"8,567",4.90%,"10,285",5.90%,"10,482",6.00%,"27,587",15.70%,"22,380",12.80%,"20,359",11.60%,"11,286",6.40%,"11,580",6.60%,"17,781",10.10%,"9,030",5.20%,"3,917",2.20%
2017,Simi Valley,"126,875","7,273",5.70%,"6,095",4.80%,"9,544",7.50%,"9,242",7.30%,"6,929",5.50%,"17,373",13.70%,"15,373",12.10%,"19,956",15.70%,"8,894",7.00%,"7,102",5.60%,"10,680",8.40%,"6,664",5.30%,"1,750",1.40%
2017,South Gate,"95,422","5,850",6.10%,"6,914",7.20%,"8,278",8.70%,"7,854",8.20%,"7,839",8.20%,"14,980",15.70%,"13,048",13.70%,"11,684",12.20%,"3,974",4.20%,"5,128",5.40%,"6,309",6.60%,"2,874",3.00%,690,0.70%
2017,South San Francisco,"67,430","3,946",5.90%,"3,986",5.90%,"3,992",5.90%,"3,473",5.20%,"3,474",5.20%,"9,623",14.30%,"9,375",13.90%,"8,803",13.10%,"4,699",7.00%,"4,878",7.20%,"6,558",9.70%,"2,826",4.20%,"1,797",2.70%
2017,Stockton,"310,476","22,324",7.20%,"23,173",7.50%,"24,666",7.90%,"24,477",7.90%,"23,461",7.60%,"46,203",14.90%,"39,922",12.90%,"36,115",11.60%,"17,664",5.70%,"16,065",5.20%,"23,798",7.70%,"8,812",2.80%,"3,796",1.20%
2017,Sunnyvale,"153,656","10,401",6.80%,"8,230",5.40%,"7,976",5.20%,"6,717",4.40%,"6,609",4.30%,"34,519",22.50%,"23,938",15.60%,"19,984",13.00%,"9,649",6.30%,"7,156",4.70%,"10,251",6.70%,"5,148",3.40%,"3,078",2.00%
2017,Temecula,"114,318","6,702",5.90%,"8,911",7.80%,"11,558",10.10%,"8,418",7.40%,"5,944",5.20%,"15,896",13.90%,"15,265",13.40%,"16,623",14.50%,"6,875",6.00%,"4,784",4.20%,"8,792",7.70%,"3,299",2.90%,"1,251",1.10%
2017,Thousand Oaks,"128,972","6,587",5.10%,"8,110",6.30%,"8,982",7.00%,"8,667",6.70%,"7,328",5.70%,"12,472",9.70%,"14,655",11.40%,"19,858",15.40%,"9,794",7.60%,"7,323",5.70%,"15,008",11.60%,"6,679",5.20%,"3,509",2.70%
2017,Torrance,"146,745","9,550",6.50%,"8,352",5.70%,"7,062",4.80%,"6,558",4.50%,"6,777",4.60%,"20,418",13.90%,"18,828",12.80%,"21,910",14.90%,"11,948",8.10%,"8,477",5.80%,"14,200",9.70%,"8,318",5.70%,"4,347",3.00%
2017,Tracy,"90,886","5,173",5.70%,"8,075",8.90%,"7,764",8.50%,"6,889",7.60%,"6,877",7.60%,"11,369",12.50%,"13,108",14.40%,"14,083",15.50%,"5,183",5.70%,"3,989",4.40%,"5,042",5.50%,"2,495",2.70%,839,0.90%
2017,Turlock,"73,562","4,623",6.30%,"5,689",7.70%,"4,594",6.20%,"5,557",7.60%,"5,904",8.00%,"11,125",15.10%,"9,704",13.20%,"9,129",12.40%,"3,941",5.40%,"3,215",4.40%,"6,591",9.00%,"2,527",3.40%,963,1.30%
2017,Tustin,"80,502","5,894",7.30%,"5,091",6.30%,"6,258",7.80%,"4,569",5.70%,"4,276",5.30%,"12,892",16.00%,"11,592",14.40%,"12,647",15.70%,"3,723",4.60%,"4,712",5.90%,"5,210",6.50%,"1,878",2.30%,"1,760",2.20%
2017,Union City,"75,344","2,736",3.60%,"3,101",4.10%,"3,877",5.10%,"4,006",5.30%,"4,356",5.80%,"13,766",18.30%,"10,239",13.60%,"11,310",15.00%,"5,659",7.50%,"5,262",7.00%,"6,211",8.20%,"3,113",4.10%,"1,708",2.30%
2017,Upland,"76,985","4,815",6.30%,"5,726",7.40%,"4,149",5.40%,"4,394",5.70%,"5,917",7.70%,"12,248",15.90%,"6,604",8.60%,"11,088",14.40%,"5,771",7.50%,"5,119",6.60%,"6,513",8.50%,"2,928",3.80%,"1,713",2.20%
2017,Vacaville,"100,023","5,049",5.00%,"5,933",5.90%,"5,433",5.40%,"4,941",4.90%,"7,447",7.40%,"16,009",16.00%,"11,117",11.10%,"14,348",14.30%,"7,815",7.80%,"6,885",6.90%,"9,207",9.20%,"4,282",4.30%,"1,557",1.60%
2017,Vallejo,"122,086","8,001",6.60%,"7,623",6.20%,"7,498",6.10%,"7,165",5.90%,"8,497",7.00%,"18,786",15.40%,"15,114",12.40%,"14,731",12.10%,"7,357",6.00%,"9,109",7.50%,"10,999",9.00%,"4,917",4.00%,"2,289",1.90%
2017,Victorville,"122,465","10,507",8.60%,"10,054",8.20%,"10,221",8.30%,"7,225",5.90%,"9,186",7.50%,"18,134",14.80%,"16,409",13.40%,"15,468",12.60%,"7,874",6.40%,"4,505",3.70%,"6,676",5.50%,"4,119",3.40%,"2,087",1.70%
2017,Visalia,"133,009","10,413",7.80%,"11,416",8.60%,"10,622",8.00%,"10,613",8.00%,"10,292",7.70%,"20,055",15.10%,"17,106",12.90%,"13,678",10.30%,"7,067",5.30%,"7,351",5.50%,"8,131",6.10%,"4,080",3.10%,"2,185",1.60%
2017,Vista,"101,557","7,196",7.10%,"8,130",8.00%,"6,834",6.70%,"6,683",6.60%,"7,197",7.10%,"15,588",15.30%,"15,893",15.60%,"13,581",13.40%,"5,260",5.20%,"4,536",4.50%,"5,737",5.60%,"3,152",3.10%,"1,770",1.70%
2017,Walnut Creek,"69,792","3,508",5.00%,"4,051",5.80%,"3,036",4.40%,"3,184",4.60%,"2,023",2.90%,"8,185",11.70%,"8,243",11.80%,"8,661",12.40%,"5,241",7.50%,"4,164",6.00%,"8,905",12.80%,"6,917",9.90%,"3,674",5.30%
2017,West Covina,"107,623","7,554",7.00%,"6,267",5.80%,"5,697",5.30%,"5,538",5.10%,"7,186",6.70%,"18,268",17.00%,"13,711",12.70%,"13,709",12.70%,"6,906",6.40%,"6,120",5.70%,"10,128",9.40%,"4,428",4.10%,"2,111",2.00%
2017,Westminster,"91,548","4,124",4.50%,"4,852",5.30%,"5,539",6.10%,"5,776",6.30%,"4,713",5.10%,"13,058",14.30%,"11,843",12.90%,"15,518",17.00%,"5,575",6.10%,"5,428",5.90%,"7,234",7.90%,"5,192",5.70%,"2,696",2.90%
2017,Whittier,"86,841","6,188",7.10%,"6,334",7.30%,"6,119",7.00%,"4,932",5.70%,"6,515",7.50%,"12,361",14.20%,"11,676",13.40%,"11,460",13.20%,"5,472",6.30%,"3,686",4.20%,"5,804",6.70%,"4,306",5.00%,"1,988",2.30%
2017,Yorba Linda,"68,234","3,312",4.90%,"3,943",5.80%,"4,182",6.10%,"5,135",7.50%,"3,951",5.80%,"5,940",8.70%,"8,087",11.90%,"9,200",13.50%,"6,507",9.50%,"5,762",8.40%,"7,271",10.70%,"3,333",4.90%,"1,611",2.40%
2017,Yuba City,"66,872","5,014",7.50%,"4,310",6.40%,"5,219",7.80%,"4,098",6.10%,"4,090",6.10%,"11,713",17.50%,"6,932",10.40%,"8,079",12.10%,"4,210",6.30%,"3,533",5.30%,"5,727",8.60%,"2,966",4.40%,981,1.50%
2018,Alameda,"78,322","4,629",5.90%,"4,279",5.50%,"4,968",6.30%,"3,382",4.30%,"3,308",4.20%,"12,317",15.70%,"11,374",14.50%,"10,966",14.00%,"4,062",5.20%,"5,472",7.00%,"8,388",10.70%,"3,752",4.80%,"1,425",1.80%
2018,Alhambra,"84,650","4,572",5.40%,"3,292",3.90%,"3,503",4.10%,"4,096",4.80%,"5,531",6.50%,"17,067",20.20%,"9,773",11.50%,"12,471",14.70%,"5,253",6.20%,"4,202",5.00%,"7,807",9.20%,"3,896",4.60%,"3,187",3.80%
2018,Anaheim,"352,018","25,254",7.20%,"23,626",6.70%,"25,814",7.30%,"22,289",6.30%,"25,059",7.10%,"57,165",16.20%,"47,862",13.60%,"44,966",12.80%,"20,861",5.90%,"17,662",5.00%,"24,919",7.10%,"11,745",3.30%,"4,796",1.40%
2018,Antioch,"111,535","8,088",7.30%,"7,841",7.00%,"7,434",6.70%,"8,926",8.00%,"7,042",6.30%,"15,311",13.70%,"14,701",13.20%,"13,749",12.30%,"7,714",6.90%,"6,357",5.70%,"7,723",6.90%,"5,197",4.70%,"1,452",1.30%
2018,Apple Valley,"73,508","4,356",5.90%,"5,928",8.10%,"6,555",8.90%,"5,940",8.10%,"2,767",3.80%,"7,508",10.20%,"8,865",12.10%,"10,049",13.70%,"4,781",6.50%,"5,326",7.20%,"6,915",9.40%,"2,770",3.80%,"1,748",2.40%
2018,Arden-Arcade,"107,894","7,769",7.20%,"6,283",5.80%,"7,019",6.50%,"6,191",5.70%,"7,551",7.00%,"17,005",15.80%,"15,340",14.20%,"9,986",9.30%,"7,953",7.40%,"7,660",7.10%,"9,079",8.40%,"3,555",3.30%,"2,503",2.30%
2018,Bakersfield,"383,601","31,316",8.20%,"27,198",7.10%,"33,624",8.80%,"31,345",8.20%,"26,687",7.00%,"61,683",16.10%,"48,447",12.60%,"42,749",11.10%,"20,295",5.30%,"19,748",5.10%,"23,461",6.10%,"11,545",3.00%,"5,503",1.40%
2018,Baldwin Park,"75,806","4,701",6.20%,"3,248",4.30%,"4,874",6.40%,"6,453",8.50%,"6,191",8.20%,"12,009",15.80%,"9,578",12.60%,"11,890",15.70%,"4,134",5.50%,"4,766",6.30%,"5,038",6.60%,"2,309",3.00%,615,0.80%
2018,Bellflower,"77,132","5,813",7.50%,"5,796",7.50%,"4,785",6.20%,"3,808",4.90%,"5,663",7.30%,"13,729",17.80%,"10,748",13.90%,"10,180",13.20%,"4,662",6.00%,"4,108",5.30%,"4,839",6.30%,"2,160",2.80%,841,1.10%
2018,Berkeley,"121,654","3,342",2.70%,"4,217",3.50%,"3,716",3.10%,"14,180",11.70%,"20,335",16.70%,"22,179",18.20%,"12,803",10.50%,"11,555",9.50%,"6,625",5.40%,"6,040",5.00%,"10,973",9.00%,"4,178",3.40%,"1,511",1.20%
2018,Buena Park,"82,435","3,862",4.70%,"4,474",5.40%,"6,550",7.90%,"4,091",5.00%,"7,281",8.80%,"14,584",17.70%,"9,786",11.90%,"11,413",13.80%,"5,774",7.00%,"4,671",5.70%,"6,020",7.30%,"2,808",3.40%,"1,121",1.40%
2018,Burbank,"103,687","4,143",4.00%,"6,553",6.30%,"4,713",4.50%,"5,145",5.00%,"6,517",6.30%,"15,203",14.70%,"15,964",15.40%,"15,414",14.90%,"8,577",8.30%,"5,917",5.70%,"7,169",6.90%,"5,815",5.60%,"2,557",2.50%
2018,Camarillo,"69,112","4,839",7.00%,"4,192",6.10%,"3,757",5.40%,"4,811",7.00%,"4,821",7.00%,"10,027",14.50%,"8,152",11.80%,"6,545",9.50%,"4,202",6.10%,"3,419",4.90%,"6,775",9.80%,"5,199",7.50%,"2,373",3.40%
2018,Carlsbad,"115,897","4,756",4.10%,"6,172",5.30%,"8,115",7.00%,"7,905",6.80%,"5,727",4.90%,"12,479",10.80%,"13,655",11.80%,"15,698",13.50%,"10,570",9.10%,"8,491",7.30%,"11,218",9.70%,"7,010",6.00%,"4,101",3.50%
2018,Carmichael,"65,328","4,554",7.00%,"4,176",6.40%,"3,759",5.80%,"2,259",3.50%,"4,226",6.50%,"9,514",14.60%,"8,356",12.80%,"6,716",10.30%,"5,036",7.70%,"3,652",5.60%,"8,115",12.40%,"3,211",4.90%,"1,754",2.70%
2018,Carson,"91,899","4,577",5.00%,"5,905",6.40%,"6,717",7.30%,"6,927",7.50%,"4,628",5.00%,"13,448",14.60%,"13,667",14.90%,"11,533",12.50%,"5,024",5.50%,"5,726",6.20%,"8,358",9.10%,"3,705",4.00%,"1,684",1.80%
2018,Castro Valley,"63,226","3,404",5.40%,"5,210",8.20%,"3,640",5.80%,"3,724",5.90%,"3,111",4.90%,"5,887",9.30%,"9,674",15.30%,"9,796",15.50%,"3,424",5.40%,"4,390",6.90%,"5,755",9.10%,"3,682",5.80%,"1,529",2.40%
2018,Chico,"94,787","4,728",5.00%,"5,774",6.10%,"5,688",6.00%,"8,223",8.70%,"15,517",16.40%,"14,186",15.00%,"10,151",10.70%,"9,429",9.90%,"3,885",4.10%,"4,590",4.80%,"7,415",7.80%,"3,585",3.80%,"1,616",1.70%
2018,Chino,"91,589","5,810",6.30%,"5,738",6.30%,"5,855",6.40%,"3,709",4.00%,"6,034",6.60%,"15,775",17.20%,"15,494",16.90%,"10,159",11.10%,"5,989",6.50%,"4,920",5.40%,"7,735",8.40%,"3,351",3.70%,"1,020",1.10%
2018,Chino Hills,"83,438","7,349",8.80%,"5,147",6.20%,"5,241",6.30%,"4,397",5.30%,"7,607",9.10%,"12,366",14.80%,"10,744",12.90%,"10,512",12.60%,"6,362",7.60%,"5,875",7.00%,"4,646",5.60%,"2,371",2.80%,821,1.00%
2018,Chula Vista,"271,653","18,513",6.80%,"20,083",7.40%,"21,007",7.70%,"17,893",6.60%,"18,990",7.00%,"40,458",14.90%,"38,546",14.20%,"37,842",13.90%,"12,872",4.70%,"14,304",5.30%,"18,063",6.60%,"8,836",3.30%,"4,246",1.60%
2018,Citrus Heights,"87,916","5,038",5.70%,"3,956",4.50%,"6,241",7.10%,"5,708",6.50%,"5,231",5.90%,"13,181",15.00%,"12,720",14.50%,"10,145",11.50%,"5,017",5.70%,"6,176",7.00%,"8,513",9.70%,"3,877",4.40%,"2,113",2.40%
2018,Clovis,"112,019","8,421",7.50%,"9,930",8.90%,"8,658",7.70%,"6,306",5.60%,"6,625",5.90%,"16,823",15.00%,"17,265",15.40%,"11,884",10.60%,"5,455",4.90%,"5,161",4.60%,"10,022",8.90%,"3,644",3.30%,"1,825",1.60%
2018,Compton,"96,616","8,414",8.70%,"7,964",8.20%,"9,023",9.30%,"8,193",8.50%,"5,118",5.30%,"14,526",15.00%,"14,031",14.50%,"11,522",11.90%,"4,818",5.00%,"3,891",4.00%,"5,117",5.30%,"2,329",2.40%,"1,670",1.70%
2018,Concord,"129,681","6,800",5.20%,"6,309",4.90%,"5,734",4.40%,"6,703",5.20%,"9,459",7.30%,"21,670",16.70%,"16,037",12.40%,"17,355",13.40%,"9,873",7.60%,"9,488",7.30%,"12,177",9.40%,"5,888",4.50%,"2,188",1.70%
2018,Corona,"168,826","11,879",7.00%,"12,144",7.20%,"16,877",10.00%,"11,770",7.00%,"11,921",7.10%,"26,320",15.60%,"22,661",13.40%,"21,759",12.90%,"10,353",6.10%,"6,866",4.10%,"9,310",5.50%,"5,624",3.30%,"1,342",0.80%
2018,Costa Mesa,"113,610","6,092",5.40%,"7,230",6.40%,"7,463",6.60%,"7,155",6.30%,"6,378",5.60%,"19,826",17.50%,"18,792",16.50%,"16,670",14.70%,"5,256",4.60%,"5,651",5.00%,"7,409",6.50%,"3,181",2.80%,"2,507",2.20%
2018,Daly City,"107,016","5,213",4.90%,"3,300",3.10%,"4,809",4.50%,"4,766",4.50%,"9,425",8.80%,"20,640",19.30%,"12,240",11.40%,"14,056",13.10%,"7,859",7.30%,"6,566",6.10%,"9,413",8.80%,"5,451",5.10%,"3,278",3.10%
2018,Davis,"69,288","2,538",3.70%,"2,912",4.20%,"2,848",4.10%,"7,309",10.50%,"20,006",28.90%,"7,176",10.40%,"6,717",9.70%,"6,067",8.80%,"3,181",4.60%,"3,028",4.40%,"3,973",5.70%,"2,579",3.70%,954,1.40%
2018,Downey,"112,262","6,004",5.30%,"7,527",6.70%,"6,524",5.80%,"7,181",6.40%,"5,880",5.20%,"18,105",16.10%,"18,568",16.50%,"15,316",13.60%,"5,772",5.10%,"5,691",5.10%,"10,404",9.30%,"3,424",3.10%,"1,866",1.70%
2018,East Los Angeles,"117,961","7,014",5.90%,"7,156",6.10%,"8,936",7.60%,"8,607",7.30%,"9,369",7.90%,"20,107",17.00%,"15,784",13.40%,"14,994",12.70%,"6,689",5.70%,"5,924",5.00%,"7,517",6.40%,"3,968",3.40%,"1,896",1.60%
2018,El Cajon,"103,229","7,848",7.60%,"7,030",6.80%,"6,913",6.70%,"6,847",6.60%,"7,586",7.30%,"16,603",16.10%,"15,874",15.40%,"11,836",11.50%,"4,583",4.40%,"5,606",5.40%,"6,768",6.60%,"3,597",3.50%,"2,138",2.10%
2018,Elk Grove,"172,891","9,764",5.60%,"10,771",6.20%,"12,457",7.20%,"13,355",7.70%,"10,291",6.00%,"22,188",12.80%,"23,158",13.40%,"24,230",14.00%,"12,414",7.20%,"10,658",6.20%,"14,260",8.20%,"6,313",3.70%,"3,032",1.80%
2018,El Monte,"115,602","8,563",7.40%,"6,384",5.50%,"8,244",7.10%,"7,843",6.80%,"9,183",7.90%,"18,012",15.60%,"14,071",12.20%,"15,320",13.30%,"6,348",5.50%,"6,250",5.40%,"8,524",7.40%,"4,826",4.20%,"2,034",1.80%
2018,Escondido,"152,232","8,315",5.50%,"10,311",6.80%,"10,369",6.80%,"9,406",6.20%,"10,511",6.90%,"26,222",17.20%,"18,648",12.20%,"17,058",11.20%,"11,278",7.40%,"8,602",5.70%,"12,431",8.20%,"5,972",3.90%,"3,109",2.00%
2018,Fairfield,"116,885","10,265",8.80%,"7,402",6.30%,"7,713",6.60%,"7,086",6.10%,"8,429",7.20%,"19,168",16.40%,"14,469",12.40%,"14,262",12.20%,"6,648",5.70%,"6,216",5.30%,"8,755",7.50%,"4,092",3.50%,"2,380",2.00%
2018,Florence-Graham,"63,621","5,046",7.90%,"5,044",7.90%,"6,549",10.30%,"6,036",9.50%,"6,019",9.50%,"9,366",14.70%,"7,953",12.50%,"6,655",10.50%,"3,371",5.30%,"2,505",3.90%,"3,190",5.00%,"1,198",1.90%,689,1.10%
2018,Folsom,"79,015","4,687",5.90%,"6,071",7.70%,"6,023",7.60%,"5,717",7.20%,"3,563",4.50%,"7,902",10.00%,"12,580",15.90%,"13,004",16.50%,"4,880",6.20%,"5,058",6.40%,"5,746",7.30%,"2,868",3.60%,916,1.20%
2018,Fontana,"213,736","13,392",6.30%,"16,335",7.60%,"17,752",8.30%,"19,676",9.20%,"18,621",8.70%,"31,276",14.60%,"28,968",13.60%,"31,821",14.90%,"11,460",5.40%,"7,584",3.50%,"11,304",5.30%,"4,134",1.90%,"1,413",0.70%
2018,Fremont,"237,815","15,189",6.40%,"14,751",6.20%,"15,442",6.50%,"11,438",4.80%,"10,125",4.30%,"37,155",15.60%,"38,145",16.00%,"35,227",14.80%,"16,603",7.00%,"13,306",5.60%,"16,547",7.00%,"9,643",4.10%,"4,244",1.80%
2018,Fresno,"530,073","40,984",7.70%,"41,238",7.80%,"42,607",8.00%,"40,120",7.60%,"39,286",7.40%,"87,704",16.50%,"65,151",12.30%,"59,078",11.10%,"29,242",5.50%,"24,025",4.50%,"35,295",6.70%,"17,188",3.20%,"8,155",1.50%
2018,Fullerton,"139,629","9,216",6.60%,"7,044",5.00%,"8,909",6.40%,"7,666",5.50%,"12,639",9.10%,"25,902",18.60%,"15,619",11.20%,"15,134",10.80%,"10,754",7.70%,"8,517",6.10%,"10,231",7.30%,"5,104",3.70%,"2,894",2.10%
2018,Garden Grove,"172,652","9,401",5.40%,"8,680",5.00%,"10,407",6.00%,"12,399",7.20%,"12,418",7.20%,"24,786",14.40%,"22,472",13.00%,"24,823",14.40%,"12,390",7.20%,"13,169",7.60%,"11,846",6.90%,"6,551",3.80%,"3,310",1.90%
2018,Glendale,"201,374","9,220",4.60%,"8,691",4.30%,"9,571",4.80%,"10,632",5.30%,"11,478",5.70%,"32,150",16.00%,"24,919",12.40%,"31,573",15.70%,"13,981",6.90%,"13,428",6.70%,"18,235",9.10%,"12,123",6.00%,"5,373",2.70%
2018,Hawthorne,"86,970","6,198",7.10%,"5,885",6.80%,"5,981",6.90%,"4,557",5.20%,"8,321",9.60%,"12,984",14.90%,"11,333",13.00%,"12,154",14.00%,"6,002",6.90%,"4,968",5.70%,"4,990",5.70%,"2,476",2.80%,"1,121",1.30%
2018,Hayward,"159,618","11,199",7.00%,"8,059",5.00%,"10,958",6.90%,"9,043",5.70%,"11,833",7.40%,"26,444",16.60%,"22,795",14.30%,"20,062",12.60%,"9,172",5.70%,"9,261",5.80%,"12,593",7.90%,"5,662",3.50%,"2,537",1.60%
2018,Hemet,"85,291","4,633",5.40%,"5,411",6.30%,"6,746",7.90%,"7,117",8.30%,"4,577",5.40%,"10,045",11.80%,"7,738",9.10%,"8,516",10.00%,"4,215",4.90%,"4,859",5.70%,"12,877",15.10%,"5,678",6.70%,"2,879",3.40%
2018,Hesperia,"95,267","5,913",6.20%,"8,723",9.20%,"8,443",8.90%,"6,572",6.90%,"8,909",9.40%,"11,789",12.40%,"11,163",11.70%,"10,942",11.50%,"4,834",5.10%,"6,041",6.30%,"6,633",7.00%,"4,246",4.50%,"1,059",1.10%
2018,Huntington Beach,"200,658","9,170",4.60%,"10,004",5.00%,"12,546",6.30%,"13,021",6.50%,"10,825",5.40%,"26,741",13.30%,"24,731",12.30%,"33,298",16.60%,"15,068",7.50%,"12,133",6.00%,"19,533",9.70%,"9,488",4.70%,"4,100",2.00%
2018,Indio,"91,235","4,548",5.00%,"3,957",4.30%,"2,757",3.00%,"3,518",3.90%,"5,134",5.60%,"11,241",12.30%,"15,044",16.50%,"12,096",13.30%,"7,626",8.40%,"5,919",6.50%,"12,672",13.90%,"5,814",6.40%,909,1.00%
2018,Inglewood,"109,427","7,348",6.70%,"9,625",8.80%,"7,124",6.50%,"6,914",6.30%,"6,399",5.80%,"17,062",15.60%,"14,793",13.50%,"14,163",12.90%,"8,180",7.50%,"5,462",5.00%,"7,734",7.10%,"2,992",2.70%,"1,631",1.50%
2018,Irvine,"282,584","18,097",6.40%,"16,849",6.00%,"18,384",6.50%,"21,718",7.70%,"26,480",9.40%,"45,836",16.20%,"41,623",14.70%,"35,670",12.60%,"15,900",5.60%,"12,345",4.40%,"17,668",6.30%,"8,628",3.10%,"3,386",1.20%
2018,Jurupa Valley,"108,400","7,698",7.10%,"8,594",7.90%,"7,767",7.20%,"8,270",7.60%,"8,834",8.10%,"15,296",14.10%,"15,674",14.50%,"11,565",10.70%,"5,950",5.50%,"5,922",5.50%,"8,133",7.50%,"2,761",2.50%,"1,936",1.80%
2018,Laguna Niguel,"66,265","2,729",4.10%,"3,277",4.90%,"3,221",4.90%,"3,767",5.70%,"5,068",7.60%,"8,788",13.30%,"7,228",10.90%,"9,506",14.30%,"4,998",7.50%,"6,416",9.70%,"6,762",10.20%,"3,049",4.60%,"1,456",2.20%
2018,Lake Elsinore,"68,187","6,844",10.00%,"5,187",7.60%,"5,025",7.40%,"4,855",7.10%,"6,269",9.20%,"10,251",15.00%,"6,806",10.00%,"8,963",13.10%,"4,716",6.90%,"1,683",2.50%,"4,031",5.90%,"3,097",4.50%,460,0.70%
2018,Lake Forest,"85,619","7,400",8.60%,"3,385",4.00%,"5,384",6.30%,"4,579",5.30%,"3,237",3.80%,"12,899",15.10%,"13,526",15.80%,"12,326",14.40%,"5,231",6.10%,"4,724",5.50%,"9,086",10.60%,"2,645",3.10%,"1,197",1.40%
2018,Lakewood,"80,132","5,512",6.90%,"3,025",3.80%,"4,028",5.00%,"4,268",5.30%,"6,017",7.50%,"14,533",18.10%,"9,782",12.20%,"11,682",14.60%,"6,613",8.30%,"5,087",6.30%,"5,305",6.60%,"3,048",3.80%,"1,232",1.50%
2018,Lancaster,"159,038","15,872",10.00%,"11,154",7.00%,"14,181",8.90%,"12,273",7.70%,"9,641",6.10%,"22,853",14.40%,"20,642",13.00%,"18,901",11.90%,"9,656",6.10%,"7,928",5.00%,"9,265",5.80%,"5,060",3.20%,"1,612",1.00%
2018,Livermore,"90,258","7,682",8.50%,"4,578",5.10%,"5,977",6.60%,"4,092",4.50%,"4,151",4.60%,"12,449",13.80%,"12,691",14.10%,"11,785",13.10%,"8,707",9.60%,"5,835",6.50%,"7,206",8.00%,"3,733",4.10%,"1,372",1.50%
2018,Lodi,"66,995","5,174",7.70%,"5,646",8.40%,"5,259",7.80%,"2,960",4.40%,"4,121",6.20%,"9,981",14.90%,"8,651",12.90%,"5,385",8.00%,"5,097",7.60%,"4,609",6.90%,"5,616",8.40%,"2,886",4.30%,"1,610",2.40%
2018,Long Beach,"467,353","28,267",6.00%,"25,590",5.50%,"28,182",6.00%,"26,656",5.70%,"36,053",7.70%,"82,195",17.60%,"63,490",13.60%,"64,419",13.80%,"30,121",6.40%,"29,427",6.30%,"32,423",6.90%,"13,467",2.90%,"7,063",1.50%
